Product Name,Price,Original Price,Discount,Rating,Reviews,Features,Page Number
"Samsung Galaxy A06 5G (Black, 64 GB)","₹12,199","₹13,999",12% off,4.2,"3,393 Ratings & 218 Reviews",4 GB RAM | 64 GB ROM | 17.02 cm (6.7 inch) HD+ Display | 50MP + 2MP | 8MP Front Camera | 5000 mAh Li-ion Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,14
"realme P4 Power 5G (TransSilver, 128 GB)","₹27,999","₹32,999",15% off,4.5,"3,759 Ratings & 340 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,14
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,14
"Apple iPhone 17 (Mist Blue, 256 GB)","₹75,900","₹82,900",8% off,4.6,"9,611 Ratings & 575 Reviews","256 GB ROM | 16.0 cm (6.3 inch) Super Retina XDR Display | 48MP + 48MP | 18MP Front Camera | A19 Chip, 6 Core Processor Processor | Apple One (1) Year Limited Warranty",14
"Samsung Galaxy M17 5G (Moonlight Silver, 128 GB)","₹16,535","₹19,499",15% off,4.4,520 Ratings & 28 Reviews,6 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,14
"Samsung Galaxy F70e 5G (Spotlight Blue, 128 GB)","₹15,499","₹16,999",8% off,4.2,"1,046 Ratings & 103 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.12 cm (6.74 inch) HD+ Display | 50MP + 2MP | 8MP Front Camera | 6000 mAh Li-ion Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,14
"Samsung Galaxy F70e 5G (Limelight Green, 128 GB)","₹17,499","₹18,999",7% off,4.3,"1,123 Ratings & 115 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.12 cm (6.74 inch) HD+ Display | 50MP + 2MP | 8MP Front Camera | 6000 mAh Li-ion Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,14
"realme P4 Lite (Beach Gold, 128 GB)","₹12,999","₹13,999",7% off,4.2,"1,759 Ratings & 79 Reviews",4 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 13MP Rear Camera | 5MP Front Camera | 6300 mAh Battery | T7250 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,14
"Samsung Galaxy M17 5G (Sapphire Black, 128 GB)","₹14,682","₹16,499",11% off,4.3,602 Ratings & 33 Reviews,4 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,14
"Samsung Galaxy M17 5G (Sapphire Black, 128 GB)","₹16,498","₹19,499",15% off,4.4,520 Ratings & 28 Reviews,6 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,14
"MOTOROLA Signature (PANTONE Carbon, 256 GB)","₹57,499","₹74,999",23% off,4.4,320 Ratings & 44 Reviews,12 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Super HD Display | 50MP + 50MP + 50MP | 50MP Front Camera | 5200 mAh Battery | Snapdragon 8 Gen 5 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,14
"Google Pixel 10 Pro XL (Moonstone, 256 GB)","₹1,24,999",,,4.5,173 Ratings & 16 Reviews,16 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Quad HD+ Display | 48MP + 48MP + 48MP | 42MP Front Camera | 5200 mAh Battery | Tensor G5 Processor | 1 Year Domestic Warranty,14
"MOTOROLA edge 70 pro (Tailored Fabric - PANTONE Titan (Blue), 256 GB)","₹38,999","₹51,999",25% off,3.7,16 Ratings & 3 Reviews,8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ Super AMOLED Display | 50MP + 50MP | 50MP Front Camera | 6500 mAh Silicon-Carbon Battery | Dimensity 8500 Extreme Processor | 1 Year on Handset and 6 Months on Accessories,14
itel it5027 Slim Keypad Mobile | 2.4 inch Display| Type C Charging,"₹1,119","₹1,649",32% off,4.1,"1,667 Ratings & 107 Reviews",4 MB RAM | 4 MB ROM | 6.1 cm (2.4 inch) Display | 0.3MP Rear Camera | 1200 mAh Battery | 1 year manufacturer,14
"Google Pixel 9A (Iris, 256 GB)","₹39,999","₹49,999",20% off,4.4,"10,005 Ratings & 737 Reviews",8 GB RAM | 256 GB ROM | 15.96 cm (6.285 inch) Full HD+ Display | 48MP + 12MP | 12MP Front Camera | 5100 mAh Battery | Tensor G4 Processor | 1 Year Domestic Warranty,14
"Apple iPhone 17 (White, 512 GB)","₹95,900","₹1,02,900",6% off,4.6,"9,611 Ratings & 575 Reviews","512 GB ROM | 16.0 cm (6.3 inch) Super Retina XDR Display | 48MP + 48MP | 18MP Front Camera | A19 Chip, 6 Core Processor Processor | Apple One (1) Year Limited Warranty",14
KARBONN BHARAT K1 4G,₹999,"₹1,499",33% off,3.7,"2,287 Ratings & 132 Reviews",20 MB RAM | 40 MB ROM | Expandable Upto 32 GB | 4.57 cm (1.8 inch) Display | 2MP Rear Camera | 1000 mAh Battery | 1 Year Warranty,14
Snexian Guru 310,₹649,₹999,35% off,3.3,"19,031 Ratings & 1,271 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB | 4.57 cm (1.8 inch) Quarter QVGA Display | 0.3MP Rear Camera | 800 mAh Battery | NO WARRENTY,14
"Ai+ Nova 5G (Blue, 128 GB)","₹12,999",,,3.9,"6,663 Ratings & 575 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.13 cm (6.745 inch) HD+ Display | 50MP Rear Camera | 5MP Front Camera | 5000 mAh Battery | T8200 Processor | 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,14
"realme Narzo 90X 5G (Marine Blue, 128 GB)","₹15,722","₹15,999",1% off,4.1,74 Ratings & 7 Reviews,4 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 7000 mAh Battery | Dimensity 6300 Processor | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,14
"Apple iPhone 17 (Lavender, 256 GB)","₹75,900","₹82,900",8% off,4.6,"9,611 Ratings & 575 Reviews","256 GB ROM | 16.0 cm (6.3 inch) Super Retina XDR Display | 48MP + 48MP | 18MP Front Camera | A19 Chip, 6 Core Processor Processor | Apple One (1) Year Limited Warranty",14
"realme P4 Power 5G (TransSilver, 128 GB)","₹27,999","₹32,999",15% off,4.5,"3,759 Ratings & 340 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,15
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,15
"Samsung Galaxy M56 5G (Light Green, 128 GB)","₹23,966","₹30,999",22% off,4.4,"2,028 Ratings & 149 Reviews",8 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Full HD+ E3 Super AMOLED Display | 50MP + 50MP + 8MP | 12MP + 2MP Dual Front Camera | 5000 mAh Battery | Octacore Processor | one-year warranty covering the device itself,15
"REDMI 15 5G (Frosted White, 128 GB)","₹17,216","₹17,999",4% off,4.3,"2,074 Ratings & 115 Reviews",6 GB RAM | 128 GB ROM | 17.53 cm (6.9 inch) Display | 50MP Rear Camera | 7000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,15
"realme Gt 7 (Icesense Blue, 512 GB)","₹41,999","₹52,999",20% off,4.4,723 Ratings & 68 Reviews,12 GB RAM | 512 GB ROM | 17.22 cm (6.78 inch) Full HD+ AMOLED Display | 50MP + 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera | 7000 mAh Battery | Dimensity Processor | 1 Year manufacturer Warranty for handset & 6 months for accessories,15
"REDMI 15 5G (Sandy Purple, 256 GB)","₹23,488","₹23,999",2% off,4.3,"4,106 Ratings & 200 Reviews",8 GB RAM | 256 GB ROM | 17.53 cm (6.9 inch) Display | 50MP Rear Camera | 7000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,15
"realme P3 Ultra 5G (Neptune Blue, 128 GB)","₹24,999","₹31,999",21% off,4.4,"20,384 Ratings & 1,997 Reviews",8 GB RAM | 128 GB ROM | 17.35 cm (6.83 inch) Display | 50MP + 8MP | 16MP Front Camera | 6000 mAh Battery | Dimensity 8350 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,15
"realme P4 5G (Steel Grey, 128 GB)","₹21,999",,,4.4,"16,656 Ratings & 1,127 Reviews",8 GB RAM | 128 GB ROM | 17.2 cm (6.77 inch) Display | 50MP + 8MP | 16MP Front Camera | 7000 mAh Battery | Mediatek Dimensity 7400 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,15
"Samsung Galaxy F70e 5G (Limelight Green, 128 GB)","₹15,499","₹16,999",8% off,4.2,"1,046 Ratings & 103 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.12 cm (6.74 inch) HD+ Display | 50MP + 2MP | 8MP Front Camera | 6000 mAh Li-ion Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,15
"realme P4 5G (Forge Red, 128 GB)","₹21,999",,,4.4,"16,656 Ratings & 1,127 Reviews",8 GB RAM | 128 GB ROM | 17.2 cm (6.77 inch) Display | 50MP + 8MP | 16MP Front Camera | 7000 mAh Battery | Mediatek Dimensity 7400 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,15
"POCO F7 5G (Frost White, 256 GB)","₹33,999","₹35,999",5% off,4.4,"22,189 Ratings & 2,177 Reviews","12 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Display | 50MP Rear Camera | 20MP Front Camera | 7550 mAh Li-Polymer + Silicon Carbon Battery | 8s Gen 4 Processor | Rear Camera -50MP Main Camera -8MP Ultra-wide Camera with night mode and ultra-wide video recording | Front camera -20MP with Portrait Mode | | Front Video Recording | Night Mode | Display -6.83 inch 1.5K pOLED with 120 Hz refresh rate | Battery 7550mAh, 90W charger, 22.5W reverse charging | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",15
"Samsung Galaxy A36 5G (Awesome Black, 256 GB)","₹32,399","₹43,999",26% off,4.3,"2,100 Ratings & 166 Reviews",8 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 8MP | 12MP Front Camera | 5000 mAh Battery | Qualcomm Snapdragon 6 Gen 3 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,15
"Apple iPhone 16 Plus (Pink, 128 GB)","₹77,900","₹79,900",2% off,4.6,"3,979 Ratings & 238 Reviews","128 GB ROM | 17.02 cm (6.7 inch) Super Retina XDR Display | 48MP + 12MP | 12MP Front Camera | A18 Chip, 6 Core Processor Processor | 1 year warranty for phone and 1 year warranty for in Box Accessories.",15
MOTOROLA Moto A200,"₹1,290","₹1,549",16% off,3.9,"1,222 Ratings & 97 Reviews",56 MB RAM | 36 MB ROM | Expandable Upto 64 GB | 4.5 cm (1.77 inch) HVGA Display | 0MP | 0MP Front Camera | 800 mAh Battery | NA Processor | 2 Years Domestic Replacement Warranty,15
"Ai+ Pulse 1 (Black, 128 GB)","₹9,999",,,4,"8,675 Ratings & 531 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.13 cm (6.745 inch) HD+ Display | 50MP Rear Camera | 5MP Front Camera | 5000 mAh Battery | T615 Processor | 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,15
"Apple iPhone 16 (Black, 256 GB)","₹72,900","₹79,900",8% off,4.6,"1,92,398 Ratings & 6,752 Reviews","256 GB ROM | 15.49 cm (6.1 inch) Super Retina XDR Display | 48MP + 12MP | 12MP Front Camera | A18 Chip, 6 Core Processor Processor | 1 year warranty for phone and 1 year warranty for in Box Accessories.",15
"realme P4x 5G (Matte Silver, 256 GB)","₹20,999",,,4.3,"4,383 Ratings & 325 Reviews",8 GB RAM | 256 GB ROM | 17.07 cm (6.72 inch) Full HD+ Display | 50MP + 2MP | 8MP Front Camera | 7000 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,15
MOTOROLA Moto A100,"₹1,049","₹1,499",30% off,4.1,215 Ratings & 15 Reviews,36 MB RAM | 36 MB ROM | Expandable Upto 0 MB | 3.66 cm (1.44 inch) HQVGA Display | 0MP | 0MP Front Camera | 800 mAh Battery | Mtk Processor | 2 Years Domestic Replacement Warranty,15
"MOTOROLA Edge 60 Pro (Pantone Walnut, 256 GB)","₹29,999","₹36,999",18% off,4.3,"49,723 Ratings & 3,701 Reviews",8 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Display | 50MP + 50MP + 10MP | 50MP Front Camera | 6000 mAh Battery | Dimensity 8350 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,15
"POCO M7 5G (Ocean Blue, 128 GB)","₹13,499","₹13,999",3% off,4.3,"18,381 Ratings & 885 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.48 cm (6.88 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 5160 mAh Battery | 4 Gen 2 5G Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,15
"OnePlus 13s 5G (Black Velvet, 256 GB)","₹51,462","₹57,999",11% off,4.6,"1,750 Ratings & 132 Reviews",12 GB RAM | 256 GB ROM | 16.05 cm (6.32 inch) Display | 50MP Rear Camera | 5850 mAh Battery | 1 Year Warranty,15
"REDMI 15 5G (Sandy Purple, 128 GB)","₹17,998","₹17,999",,4.3,"4,106 Ratings & 200 Reviews",8 GB RAM | 128 GB ROM | 17.53 cm (6.9 inch) Display | 50MP Rear Camera | 7000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,15
"IQOO Z10 5G (Stellar Black / Black, 128 GB)","₹24,459","₹25,999",5% off,4.4,"6,592 Ratings & 333 Reviews",8 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 7300 mAh Battery | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,15
"Tecno Spark Go 3 (Ink Black, 64 GB)","₹9,999","₹11,999",16% off,4.2,62 Ratings & 0 Reviews,4 GB RAM | 64 GB ROM | 17.12 cm (6.74 inch) HD+ Display | 13MP Rear Camera | 8MP Front Camera | 5000 mAh Lithium Polymer Battery | T7250 Processor | 1 Year Manufacturer Warranty for Phone,15
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,16
"Samsung Galaxy M17 5G (Sapphire Black, 128 GB)","₹14,682","₹16,499",11% off,4.3,602 Ratings & 33 Reviews,4 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,16
"Samsung Galaxy M17 5G (Sapphire Black, 128 GB)","₹16,498","₹19,499",15% off,4.4,520 Ratings & 28 Reviews,6 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,16
"Samsung Galaxy M17 5G (Moonlight Silver, 128 GB)","₹16,535","₹19,499",15% off,4.4,520 Ratings & 28 Reviews,6 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 5000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,16
"vivo T5 Pro 5G (Glacier Blue, 256 GB)","₹33,999","₹61,999",45% off,4.4,"1,043 Ratings & 133 Reviews",8 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Full HD+ AMOLED Display | 50MP + 2MP | 32MP Front Camera | 9020 mAh Battery | Snapdragon 7s Gen 4 Processor | 1 Year Warranty,16
"realme P4 Lite (Beach Gold, 128 GB)","₹12,999","₹13,999",7% off,4.2,"1,759 Ratings & 79 Reviews",4 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 13MP Rear Camera | 5MP Front Camera | 6300 mAh Battery | T7250 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,16
"POCO M8 (Glacial Blue, 128 GB)","₹17,999","₹21,999",18% off,4.3,"1,049 Ratings & 99 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.2 cm (6.77 inch) Full HD+ Display | 50MP Rear Camera | 20MP Front Camera | 5520 mAh Battery | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,16
"realme P4x 5G (Matte Silver, 256 GB)","₹20,999",,,4.3,"4,383 Ratings & 325 Reviews",8 GB RAM | 256 GB ROM | 17.07 cm (6.72 inch) Full HD+ Display | 50MP + 2MP | 8MP Front Camera | 7000 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,16
Snexian Guru 310,₹649,₹999,35% off,3.3,"19,031 Ratings & 1,271 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB | 4.57 cm (1.8 inch) Quarter QVGA Display | 0.3MP Rear Camera | 800 mAh Battery | NO WARRENTY,16
"realme Narzo 90X 5G (Marine Blue, 128 GB)","₹15,722","₹15,999",1% off,4.1,74 Ratings & 7 Reviews,4 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 7000 mAh Battery | Dimensity 6300 Processor | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,16
LAVA A3 Torch,"₹1,339","₹1,649",18% off,4.1,926 Ratings & 53 Reviews,4 MB RAM | 32 MB ROM | Expandable Upto 32 GB | 4.57 cm (1.8 inch) HVGA Display | 0.3MP + 0MP | 0MP Front Camera | 1750 mAh Battery | Mtk Processor | 1 Year Handset Domestic warranty,16
"Ai+ Nova 2 Ultra 5G (Black, 128 GB)","₹18,999","₹25,999",26% off,3.6,17 Ratings & 1 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.22 cm (6.78 inch) Full HD+ AMOLED Display | 50MP + 8MP | 13MP Front Camera | 6000 mAh Li-polymer Battery | Dimensity 7400 Processor | 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,16
"OnePlus 15R 5G (Mint Breeze, 256 GB)","₹52,970","₹54,999",3% off,4.6,"1,193 Ratings & 80 Reviews",12 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Display | 50MP Rear Camera | 7400 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,16
"vivo T4 Ultra 5G (Meteor Grey, 256 GB)","₹37,999","₹42,999",11% off,4.5,"4,393 Ratings & 428 Reviews",12 GB RAM | 256 GB ROM | 16.94 cm (6.67 inch) Full HD+ AMOLED Display | 50MP + 8MP + 50MP Periscope | 32MP Front Camera | 5500 mAh Battery | Dimensity 9300+ Processor | 1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,16
"REDMI 15 5G (Sandy Purple, 256 GB)","₹23,488","₹23,999",2% off,4.3,"4,106 Ratings & 200 Reviews",8 GB RAM | 256 GB ROM | 17.53 cm (6.9 inch) Display | 50MP Rear Camera | 7000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,16
"realme P3 Ultra 5G (Neptune Blue, 128 GB)","₹24,999","₹31,999",21% off,4.4,"20,384 Ratings & 1,997 Reviews",8 GB RAM | 128 GB ROM | 17.35 cm (6.83 inch) Display | 50MP + 8MP | 16MP Front Camera | 6000 mAh Battery | Dimensity 8350 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,16
"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 128 GB)","₹22,999","₹24,999",8% off,4.4,"1,15,882 Ratings & 6,741 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 16.94 cm (6.67 inch) Display | 50MP + 13MP | 32MP Front Camera | 5500 mAh Battery | Dimensity 7400 Processor | 68W Charger | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,16
"Alcatel V3 Ultra 5G (Champagne Gold, 128 GB)","₹14,999","₹27,999",46% off,4,217 Ratings & 28 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.22 cm (6.78 inch) Full HD+ Display | 108MP + 8MP + 2MP | 32MP Front Camera | 5010 mAh Battery | Dimensity 6300 Processor | 1 Year Warranty on Handset and 6 Months Warranty on in the Box Accessories,16
"Alcatel V3 Ultra 5G (Ocean Grey, 128 GB)","₹14,999","₹27,999",46% off,4,217 Ratings & 28 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.22 cm (6.78 inch) Full HD+ Display | 108MP + 8MP + 2MP | 32MP Front Camera | 5010 mAh Battery | Dimensity 6300 Processor | 1 Year Warranty on Handset and 6 Months Warranty on in the Box Accessories,16
